Job_Id,Designation,Required Skills,Max Exp (in months),Max Exp (in months)
172,Wireless/RF Network Engineer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",5 - 10 yrs,
173,Data Analyst,Property and Casualty Insurance experience / Data Analytics,2 - 7 yrs,
174,HPC-Linux Administrator,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",0 - 5 yrs,
175,Cloud Orchestration and Automation,"Architecture, CSS, Excel, HTML, HTTP, Microsoft Word, MS Office, PowerPoint",10 - 20 yrs,
176,Mechanical Engineer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",3 - 6 yrs,
177,"Developer - .NET, build, release, deployment, SQL",".NET, build, release, deployment, SQL",7 - 12 yrs,
178,"Developer - AngularJS,Angular, Bootstrap, Node.js, Express, JavaScript,","AngularJS,Angular, Bootstrap, Node.js, Express, JavaScript,",2 - 7 yrs,
179,Natural/ADABAS Developer,"ADABAS, Analysis, Business Requirements, Developer, Development, JCL, Programming, Project, Quality Assurance, Release, Scripts, SDLC, SQL, SQL Server, Supervision, Testing",4 - 8 yrs,
180,Facility Project Manager/Coordinator,"Contract Corp-To-Corp, Contract W2, 3-6 Months Perm Potential",5 - 9 yrs,
181,Sr. Frontend Developer (Lead),"Access, Architect, Architecture, Consulting, Developer, Development, Engineers, IT, Libraries, Performance, Project, Research, Software, Telecom",5 - 10 yrs,
182,Benefits Associate I- (Junior Role),"BENEFITS, PENSION, MEDICARE, MEDICAID, CUSTOMER SERVICE, CUSTOMER SUPPORT, CALL CENTER, BENEFITS ASSISTANT, BENEFITS ASSOCIATE, BENEFITS ADMINISTRATOR, ADMINISTRATION, ADMINISTRATIVE, ASSOCIATE, ENROLLMENT SPECIALIST",3 - 8 yrs,
183,Project Manager,"Contract Independent, 1 year",7 - 12 yrs,
184,DB Engineer,"Analysis, Architecture, CSS, Data Architecture, Data Mining, Data Modeling, HTML, HTTP, Modeling, MongoDB, NoSQL, PostgreSQL, Programming, Python, SQL",1 - 4 yrs,
185,Human Resources Recruiting Generalist,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",4 - 9 yrs,
186,Corporate Counsel,"outbound procurement, sales and revenue generation agreements, negotiating complex IT Services and Outsourcing Agreements",6 - 11 yrs,
187,"Sr. Senior Manager of Software Engineering in Austin, TX","Technical Direction, Java, Scala, Python, big data, Hadoop, Spark, Kafka, Cassandra, HBase, agile, Infrastructure, scalability, Distributed Applications, multi-threading, designing, Development",1 - 5 yrs,
188,Windows Endpoint Security Solution Engineer/Architect (Finance industry),See job description,0 - 1 yrs,
189,Network Monitoring Tools Specialist,"Bash, Consulting, Database, Development, HTTP, IBM, Java, Manager, Management, Perl, PHP, Project, Release",0 - 1 yrs,
190,Web developer (AWS and NodeJS),"Access, Application, Applications, Business Requirements, Consulting, Developer, Development, IT, Java, JavaScript, Middleware, Oracle, Performance, Python, Software, Specification, SQL, Telecom, Web, Web Developer",6 - 11 yrs,
191,Counselor- Project/Program (Admin),"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",5 - 10 yrs,
192,Production Shipper,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",5 - 10 yrs,
193,PeopleSoft ELM Developer:,"PeopleSoft ELM Developer:,",0 - 5 yrs,
194,Customer Service Representative,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",1 - 5 yrs,
195,Hedge Fund Developer with C# & ASP.Net,"Contract Corp-To-Corp, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",1 - 4 yrs,
196,Project Manager I,"Agile, Analysis, Development, Manager, Management, PMP, Project, Project Manager, Release, Risk Management, Sales",5 - 10 yrs,
197,"Manager - QA, Automation, Management, Team Development, SDLC, Agile,SOA","QA, Automation, Management, Team Development, SDLC, Agile,SOA",6 - 10 yrs,
198,Quality Assurance Tester,"Business Requirements, Consulting, Database, Development, JavaScript, Metrics, Performance Testing, Project, QA, QA Tester, Quality Assurance, SQL, Tester, Testing, XML",5 - 10 yrs,
199,Configuration Build Engineer,"AWS, Build/Release, Jenkins, Cruise Control, TeamCity, Monitoring",0 - 1 yrs,
200,E-Commerce Application Admin,"Access, Apache, Application, Architecture, Capacity Planning, Computer, Consulting, Database, Disaster Recovery, E-commerce, Ecommerce, HTTP, IT, J2EE, Linux, Management, Middleware, Network, Networking, Oracle, Perl, Protocols, Release, Shell Scripting, SQL, SQL Server, Supervisor, TCP/IP, Telecom, Web, Web Server",1 - 3 yrs,
201,Windows Desktop Engineer (Application Integration),See job description,0 - 4 yrs,
202,Application Programmer V Specialist,"Development, Management, Programmer, Risk Management",2 - 7 yrs,
203,Network Engineer/ Architect,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",2 - 4 yrs,
204,IT Security Analyst,"SECURITY, CISA, CISM, CISSP, AUDIT",5 - 8 yrs,
205,Quantative Analyst,"Analysis, Analyst, CSS, Development, HTML, HTTP, Management, Metrics, Programming, Research, Risk Management, Testing",3 - 6 yrs,
206,Systems Engineer / Systems Integrator,NetApp (or other storage) Win stack (incl SQL DB) Citrix VmWare v5.5 some Linux Ability to wear multiple hats More of an engineer role more than a straight admin,5 - 7 yrs,
207,Sr. Software Engineer / Technical Lead,".Net, Ada, Adobe, Ajax, Architecture, ASP, ASP.NET, Browser, Business Intelligence, CMS, Content Management, CSS, Developer, Development, DHTML, HTML, Java, JavaScript, jQuery, Management, MySQL, mysql, Oracle, PHP, Programming, Software Engineer, SQL, SQL Server, Web Developer",3 - 7 yrs,
208,Data Architect - III,"AIX, Architecture, Business Requirements, CSS, Development, HTML, HTTP, Informatica, Oracle, PLSQL, PL/SQL, Programming, Project, Shell Scripting, SQL, SQL Server, Supervision, Unix",5 - 10 yrs,
209,Systems Engineer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",1 - 6 yrs,
210,MySQL Database Architect/Administrator,Background / Experience Requirement: * 5+ years of experience in production operations. Small company/startup strongly preferred * Extremely strong MySQL skills; experience in application-driven sh,1 - 3 yrs,
211,Test Lead,".Net, Accounting, Agile, Architecture, ASP, ASP.NET, Benchmark, CASE, C#, Consulting, CSS, Defect Management, Development, ERP, Excel, Foundation, HTML, HTTP, Lifecycle, Manager, Management, Metrics, PowerPoint, Project, Project Management, Project Manager, QA, Quality Center, Research, Sales, Scheduling, Scripts, Scrum, SDLC, Testing, Validation, VB",3 - 5 yrs,
212,Software Engineer-Graphics Interface Development,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",0 - 5 yrs,
213,Java Developer,"Contract W2, 12-24 months",3 - 8 yrs,
214,Microstrategy Developer,"Analysis, Business Objects, Business Requirements, Developer, Development, Microstrategy, Project, QA, Release, SDLC, Security, SQL, Supervision, Testing, Validation",0 - 0 yrs,
215,Business Analyst - Business Analyst healthcare,Business Analyst healthcare,10 - 15 yrs,
216,Sr Network Engineer,"Full Time, Direct Full Time",8 - 10 yrs,
217,Directory Services Engineer/ Active Directory SME,"Analysis, Business Requirements, Change Management, CSS, Development, Director, DNS, HTML, HTTP, Lifecycle, Management, PowerShell, Project, Security, Shell Scripting, Windows",3 - 6 yrs,
218,Senior Mainframe Test Analyst,".Net, Analyst, Architecture, Content Management, Database, Development, ERP, Management, PeopleSoft, Protocol, Quality Assurance, SAP, Scripts, SDLC, SQL, SQL Server, Technical Writing, Testing, Test Plan, Transact-SQL",3 - 8 yrs,
219,Technical Business Analyst (Microsoft Exp.),See job description,1 - 3 yrs,
220,DevOps,Job Requirements: - 5+ years of experience in Linux administration in a cloud focused environment (public and private) - Candidates should demonstrate strong technical strengths in most of the follo,1 - 6 yrs,
221,Linux Administrator (Scripting Must),See job description,0 - 5 yrs,
222,BizTalk Developer,"Access, Consulting, CRM, Database, Developer, Engineer, IT, Libraries, Project, SDLC, SQL, Telecom, Testing",0 - 3 yrs,
223,"Developer - AngularJS, Spring or Struts, RESTful","AngularJS, Spring or Struts, RESTful",11 - 15 yrs,
224,Technical Project Manager,PROJECT MANAGER,4 - 9 yrs,
225,JavaScript Web Programmer Analyst,"Access, Adobe, Analyst, API, Applications, Browser, Browsers, Computer, Consulting, Database, Development, Flash, Graphic Designer, HTML, IT, JavaScript, Linux, Manager, Management, MySQL, mysql, PHP, Programmer, Programming, Python, Scripts, SQL, SQL Server, Telecom, Testing, Web, Windows",2 - 4 yrs,
226,JDA Developer,".Net, Access, Analysis, Application, Applications, Architecture, Automated, Business Requirements, Computer, Consulting, Data Analysis, Database, Developer, Development, ERP, Foundation, IT, Java, Management, Multi-threaded, Oracle, PeopleSoft, PL/SQL, Programming, Project, Project Management, Scripts, Security, SQL, Supply Chain, Supply Chain Management, Systems, Telecom, Testing, Web, Windows",3 - 7 yrs,
227,Developer - PHP LAMP MVC MSQL OOD,PHP LAMP MVC MSQL OOD,0 - 3 yrs,
228,"Systems Analyst - Healthcare Claims, ERISA, COBRA, HIPAA. SQL, SDLC","Healthcare Claims, ERISA, COBRA, HIPAA. SQL, SDLC",0 - 2 yrs,
229,Micro-services Developer,"Algorithms, Analysis, Android, CSS, Developer, Development, HTML, HTTP, iOS, Java, Management, Micro, Oracle, Scrum, Security, TDD, Testing, Tibco, UX",0 - 5 yrs,
230,Electrical Project Engineer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",3 - 7 yrs,
231,Sr Software Staff UI Engineer,"Responsive Modern Web UI, JavaScript, Angular JS, Typescript, Sencha ExtJS 6, React, Backbone, Ember, framework, User Interface, SASS, LESS, CSS 3, HTML 5, client web technology, REST, OData, Json",8 - 10 yrs,
232,Middleware Developer,"Access, Application, Architecture, B2B, BMC, Consultant, Consulting, Developer, IBM, IT, Linux, Middleware, Research, Solaris, Systems, Technical Writing, Telecom, Tibco, Unix, WebSphere",0 - 4 yrs,
233,Senior Developer/Tech Lead,".Net, Access, AML, Application, Business Requirements, C#, Consulting, Developer, Development, IIS, IT, Management, Software, SQL, SQL Server, Telecom, Testing, VB, Windows",4 - 8 yrs,
234,IT Buyer,"C2H W2, 3+ Months Contract to Hire",6 - 10 yrs,
235,Oracle Functional Consultant,"Access, Accounting, Analysis, Analytical, Applications, Business Requirements, Computer, Consultant, Consulting, Data Analysis, Engineering, Excel, IT, Management, Microsoft Access, Oracle, PL/SQL, Project, SQL, System, Systems, Telecom, Testing",6 - 9 yrs,
236,Business Intelligence Developer (IT),"Business Intelligence, Developer, ERP, Foundation, Informatica, Oracle, Security, Writer",2 - 6 yrs,
